ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
362	شورای اسلامی شهر برگزار می شود آغاز به کار.	Y	کار	73	   90,015	0.1247	72.8889	persian_news_2019_00619121
363	جهت به کار گرفته شود که در این.	Y	کار	73	   90,015	0.1247	75.75	persian_news_2019_00380486
364	به نظر من باید بر روی این موضوع کار کرد.	Y	کار	73	   90,015	0.1247	77	persian_news_2019_00305693
365	عمل در همه حوزه ها کار را یک سال.	Y	کار	73	   90,015	0.1247	78.1111	persian_news_2019_00650192
366	که در این ماه در برگزار می‌شود، ارائه شود.	Y	می‌شود	74	   89,756	0.1243	65	persian_news_2017_00731957
367	این نشست هر دو سال یک بار برگزار می‌شود.	Y	می‌شود	74	   89,756	0.1243	91.1111	persian_news_2017_00166076
368	روز جمعه و در 25 استان کشور برگزار می‌شود؛	Y	می‌شود	74	   89,756	0.1243	94.125	persian_news_2019_00533046
369	انتخابات سال ۹۸ با قانون جدید برگزار می‌شود؟	Y	می‌شود	74	   89,756	0.1243	99.8571	persian_news_2019_00131206
370	مرحله دوم انتخابات در ۲۱ استان کشور برگزار می‌شود.	Y	می‌شود	74	   89,756	0.1243	112.5	persian_news_2019_00778177
371	اگر چنين شود که در اين گفته اشاره شد.	Y	اگر	75	   89,596	0.1241	70.4444	persian_news_2017_00090144
372	و نیز اشاره می کند و اگر به تمام.	Y	اگر	75	   89,596	0.1241	86.4444	persian_news_2019_00989075
373	کرده اند اگر خانواده های این افراد.	Y	اگر	75	   89,596	0.1241	103.1429	persian_news_2019_00697923
374	اگر هم مانند آمریکا 59 درصد شرکت کنند، چه خواهد شد؟	Y	اگر	75	   89,596	0.1241	104	persian_news_2016_00098399
375	با اشاره به اینکه اگر روزنامه ها و رسانه.	Y	اگر	75	   89,596	0.1241	116.4444	persian_news_2019_00193831
376	در کشور ما هم به همين صورت است.	Y	صورت	76	   87,599	0.1213	49.125	persian_news_2016_00533816
377	در اين جامعه انقلاب صورت گرفته است.	Y	صورت	76	   87,599	0.1213	66.5714	persian_news_2017_00499662
378	در اين دوره هم به همين صورت بود.	Y	صورت	76	   87,599	0.1213	68.625	persian_news_2017_00500865
379	اين عمل در تهران صورت گرفته است.	Y	صورت	76	   87,599	0.1213	76.8571	persian_news_2017_00223306
380	این دو و فعالیت های صورت گرفته به گفت.	Y	صورت	76	   87,599	0.1213	82.2222	persian_news_2019_00142156
381	وی با اشاره به اینکه این از ماه های..	Y	ماه	77	   86,285	0.1195	40.5556	persian_news_2017_00923313
382	با این عنوان این است که چون این ماه..	Y	ماه	77	   86,285	0.1195	70.5714	persian_news_2016_00238248
383	که سفر خود را از 2ماه پیش..	Y	ماه	77	   86,285	0.1195	76.1429	persian_news_2016_00731860
384	این سفر در دو- سه ماه آینده انجام خواهد شد.	Y	ماه	77	   86,285	0.1195	94.2	persian_news_2017_00154163
385	انتخابات قرار است ماه آینده برگزار شود.	Y	ماه	77	   86,285	0.1195	94.4286	persian_news_2019_00131270
386	شد وی گفت شرکت آب منطقه ای استان ها.	Y	ای	78	   85,975	0.1191	71.4444	persian_news_2019_00606336
387	از ۱۰ سال پیش در جلسه ای که.	Y	ای	78	   85,975	0.1191	73.8571	persian_news_2019_00040462
388	به گفته وی، این سفر منطقه ای خواهد بود.	Y	ای	78	   85,975	0.1191	74.7778	persian_news_2017_00350978
389	انجام می داد و در دوره ای از.	Y	ای	78	   85,975	0.1191	77.8889	persian_news_2019_00134743
390	های ویژه ای برای استان و توسعه آن خواهد داشت.	Y	ای	78	   85,975	0.1191	80.2	persian_news_2016_00865121
391	کشور که در جهانی هم حضور دارد یک بازی..	Y	حضور	79	   85,382	0.1182	70.3333	persian_news_2017_00726689
392	که در هر منطقه حضور دارند بررسی می شود.	Y	حضور	79	   85,382	0.1182	70.8889	persian_news_2019_00713175
393	سطح خبر داد و افزود این برنامه با حضور..	Y	حضور	79	   85,382	0.1182	76.6667	persian_news_2016_00630152
394	بار تاکید کرد در برخی ها که خود حضور دارد.	Y	حضور	79	   85,382	0.1182	77	persian_news_2019_00206447
395	این تیم تنها در سال ۲۰۰۰ حضور در مسابقات را از دست داد.	Y	حضور	79	   85,382	0.1182	81.2727	persian_news_2019_00133787
396	شده است و از این تعداد 45 درصد از.	Y	درصد	80	   84,547	0.1171	56	persian_news_2019_00605945
397	است وی گفت با توجه به اینکه ۵ درصد بود در حالی که در این.	Y	درصد	80	   84,547	0.1171	57.1538	persian_news_2019_00065246
398	۳ درصد و نرخ ایران در این سال را.	Y	درصد	80	   84,547	0.1171	65.75	persian_news_2019_00006055
399	به 92 درصد است این گروه از بیش از..	Y	درصد	80	   84,547	0.1171	69	persian_news_2017_00310418
400	۷ درصد در سال گذشته رشد داشته است.	Y	درصد	80	   84,547	0.1171	70.8571	persian_news_2017_00012801
401	اند و خود و بانک ها باید به این.	Y	باید	81	   84,545	0.1171	60.75	persian_news_2019_00141696
402	ایجاد مردم هر کشور باید نظر خود را.	Y	باید	81	   84,545	0.1171	71.625	persian_news_2019_00023033
403	در پایان گفت ما باید اروپا را به عنوان.	Y	باید	81	   84,545	0.1171	74.4444	persian_news_2019_00453969
404	مربوط به سازمان فرهنگی است که باید آن را.	Y	باید	81	   84,545	0.1171	79.3333	persian_news_2019_00777506
405	است افزود برای مبارزه با ها باید از..	Y	باید	81	   84,545	0.1171	80.75	persian_news_2017_00059507
406	وي گفت: اين را چه بايد كرد؟	Y	بايد	82	   83,817	0.1161	80	persian_news_2017_00987525
407	به هر حال اين مسائل بايد گزارش شود.	Y	بايد	82	   83,817	0.1161	87.75	persian_news_2017_00359364
408	آنچه بايد به آن توجه داشت همه اين امور است.	Y	بايد	82	   83,817	0.1161	107	persian_news_2017_00145942
409	اين سه کار بايد در دستور باشد.	Y	بايد	82	   83,817	0.1161	117.2857	persian_news_2016_00218948
410	بر اساس اين قانون، انتخابات به جای چند روز بايد فقط در يک روز برگزار شود.	Y	بايد	82	   83,817	0.1161	118.8667	persian_news_2016_00270807
411	شرکت است که شرکت اول در قرار بوده پرداخت.	Y	شرکت	83	   82,605	0.1144	76.75	persian_news_2019_00608425
412	رئیس کل سازمان امور کشور گفت این شرکت ها..	Y	شرکت	83	   82,605	0.1144	78.5556	persian_news_2017_00600271
413	شرکت در بخش بودند که از این تعداد..	Y	شرکت	83	   82,605	0.1144	79.25	persian_news_2017_00647156
414	این شرکت در سال ۱۹۴۷ فعالیت خود را آغاز کرد.	Y	شرکت	83	   82,605	0.1144	83.3333	persian_news_2019_00146583
415	به چند دلیل به نظر من باید در انتخابات شرکت کرد.	Y	شرکت	83	   82,605	0.1144	88.1	persian_news_2017_00316418
416	نیز در دست اقدام است که تا.	Y	دست	84	   82,282	0.114	56.1429	persian_news_2019_00837212
417	کشور در آن زمان دست شما بود.	Y	دست	84	   82,282	0.114	67.8571	persian_news_2019_00703193
418	از دیگر طرح های در دست اقدام است.	Y	دست	84	   82,282	0.114	69.25	persian_news_2019_00048190
419	تولید خود را از دست خواهد داد در هفته.	Y	دست	84	   82,282	0.114	82.3	persian_news_2019_00367506
420	های گذشته در حوزه به دست آمده است گفت.	Y	دست	84	   82,282	0.114	83.2222	persian_news_2019_00860549
421	بوده اند، در نظر گرفته شده است.	Y	نظر	85	   81,972	0.1135	59.5714	persian_news_2016_00362314
422	مختلف در نظر گرفته شده است که.	Y	نظر	85	   81,972	0.1135	61.4286	persian_news_2019_00760223
423	 ها در نظر گرفته شده است که.	Y	نظر	85	   81,972	0.1135	71.625	persian_news_2019_00014341
424	نظر قرار داده شد علی افزود این طرح با.	Y	نظر	85	   81,972	0.1135	74.5556	persian_news_2019_00841225
425	به آنان در نظر گرفته شده است.	Y	نظر	85	   81,972	0.1135	78.8571	persian_news_2016_00306979
426	داشت مهم این است که  های جمهوری اسلامی با.	Y	جمهوری	86	   81,851	0.1134	82.3	persian_news_2019_00423691
427	های وزیر امور جمهوری اسلامی ایران در این سفر.	Y	جمهوری	86	   81,851	0.1134	83	persian_news_2019_00861439
428	جمهوری اسلامی ایران با تاکید بر اینکه.	Y	جمهوری	86	   81,851	0.1134	83.2857	persian_news_2019_00377999
429	از جمله جمهوری اسلامی هم جمهوری نيست!	Y	جمهوری	86	   81,851	0.1134	86.3333	persian_news_2017_00045287
430	دو کشور ایران و جمهوری آذربایجان باشد.	Y	جمهوری	86	   81,851	0.1134	89.4286	persian_news_2016_00563825
431	همه به وی خواهند گفت: يا اين يا آن!	Y	همه	87	   81,172	0.1124	70.625	persian_news_2017_00893591
432	چرا اين همه به آن توجه مي شود.	Y	همه	87	   81,172	0.1124	76.5	persian_news_2017_00430061
433	که مردم در همه ها حضور دارند از مسئولان..	Y	همه	87	   81,172	0.1124	83	persian_news_2017_00732460
434	با بیان این که « همه در.	Y	همه	87	   81,172	0.1124	83.1429	persian_news_2019_00198991
435	تهران بزرگ با تاکید بر این که همه.	Y	همه	87	   81,172	0.1124	86.25	persian_news_2019_00363955
436	چرا که قانون براي همه ما است.	Y	براي	88	   80,389	0.1113	83.1429	persian_news_2017_00432363
437	اما اين قرار ها براي روز جمعه بوده.	Y	براي	88	   80,389	0.1113	96.875	persian_news_2016_00113109
438	براي ما اين مهم است كه موضوع حل شود.	Y	براي	88	   80,389	0.1113	101.8889	persian_news_2017_00282218
439	او ادامه داد:« براي ما ايران بسيار دور است.	Y	براي	88	   80,389	0.1113	110.7778	persian_news_2017_00174303
440	اظهار داشت: دولت دو راه براي اين کار پيش رو داشت.	Y	براي	88	   80,389	0.1113	115.9	persian_news_2017_00070734
441	هم در آن نقش داشته اند اما در این.	Y	داشته	89	   78,196	0.1083	74	persian_news_2019_00883537
442	را در بین کشورهای اسلامی داشته است در.	Y	داشته	89	   78,196	0.1083	80.1429	persian_news_2019_00514302
443	۷۰ نفر بود که نسبت به سال قبل کاهش داشته است.	Y	داشته	89	   78,196	0.1083	81.1	persian_news_2016_00011517
444	های ی را به کشور عراق داشته اند وی در.	Y	داشته	89	   78,196	0.1083	82.8	persian_news_2019_00858976
445	این بودجه نسبت به سال گذشته 100 درصد افزایش داشته است.	Y	داشته	89	   78,196	0.1083	84.9	persian_news_2016_00139905
446	که خود من در آن وارد وزارت خارجه شده.	Y	من	90	   77,699	0.1076	80.8889	persian_news_2019_00712909
447	سه دولت گذشته در مقابل من است.	Y	من	90	   77,699	0.1076	82.1429	persian_news_2017_00634971
448	و اين به نظر من بسيار مهم است.	Y	من	90	   77,699	0.1076	97.375	persian_news_2016_00920518
449	تاکید من این است که قانون باید اجرا شود.	Y	من	90	   77,699	0.1076	111.7778	persian_news_2019_00335776
450	وی تصریح کرد من از همه زندان های.	Y	من	90	   77,699	0.1076	115.25	persian_news_2019_00951594
451	با اشاره به اجرای طرح در است در سال 92 تا.	Y	طرح	91	   76,527	0.106	50.5556	persian_news_2019_00193786
452	است در این طرح قرار است تا پایان سال.	Y	طرح	91	   76,527	0.106	51.75	persian_news_2019_00062410
453	اشاره به گفت با اجرای این طرح ها.	Y	طرح	91	   76,527	0.106	58	persian_news_2019_00069686
454	طرح های وی گفت در اجرای طرح.	Y	طرح	91	   76,527	0.106	61.1667	persian_news_2019_00631673
455	استان از اجرای برنامه ها و طرح های.	Y	طرح	91	   76,527	0.106	64.5	persian_news_2019_00059107
456	امروز در گفت مردم در این طرح به مرکز.	Y	امروز	92	   75,746	0.1049	69	persian_news_2019_00119517
457	است که از امروز در خانه تهران برگزار خواهد.	Y	امروز	92	   75,746	0.1049	76.6667	persian_news_2019_00064386
458	امروز با اشاره به اینکه قیمت در سه..	Y	امروز	92	   75,746	0.1049	78.25	persian_news_2017_00130187
459	معاون امور سازمان های وزارت کشور امروز در..	Y	امروز	92	   75,746	0.1049	78.75	persian_news_2017_00807178
460	سال 97 از امروز در سطح شهر تهران.	Y	امروز	92	   75,746	0.1049	80.2857	persian_news_2019_00569550
461	با این مراسم اشاره کرد و آن را به.	Y	اشاره	93	   75,270	0.1042	55.1111	persian_news_2019_00197275
462	استان در این جلسه با اشاره به اینکه تا..	Y	اشاره	93	   75,270	0.1042	61.1111	persian_news_2017_00060690
463	است وی با اشاره به اینکه بیش از ۳۵.	Y	اشاره	93	   75,270	0.1042	61.875	persian_news_2019_00065066
464	را به دنبال دارد وی با اشاره.	Y	اشاره	93	   75,270	0.1042	66	persian_news_2019_00513696
465	وزیر کشور در موضوع سال 98 همچنین با اشاره.	Y	اشاره	93	   75,270	0.1042	69.125	persian_news_2019_00972269
466	بخش آغاز شد برای اجرای این طرح که تا.	Y	بخش	94	   74,926	0.1038	67.2222	persian_news_2019_00222343
467	استان را در این بخش بیش از پیش.	Y	بخش	94	   74,926	0.1038	70.25	persian_news_2019_00061324
468	و افزایش قیمت در این بخش اشاره.	Y	بخش	94	   74,926	0.1038	73.4286	persian_news_2019_00923523
469	را از مشکلات بخش تولید در کشور عنوان کرد.	Y	بخش	94	   74,926	0.1038	73.8889	persian_news_2016_00571217
470	افزود برای ساخت این بخش از های استان حدود 388..	Y	بخش	94	   74,926	0.1038	84	persian_news_2016_00075686
471	بوده و هدف اصلی این این است تا از..	Y	بوده	94	   74,926	0.1038	88.5	persian_news_2016_00362334
472	به همه ها بوده و سه مورد مربوط به.	Y	بوده	94	   74,926	0.1038	89	persian_news_2019_00309392
473	بودجه این افزایش 30 درصد بوده است به گفته.	Y	بوده	94	   74,926	0.1038	89.625	persian_news_2019_00310336
474	ها بوده است و هم اکنون نیز حدود.	Y	بوده	94	   74,926	0.1038	91.125	persian_news_2019_00857518
475	بوده و مجلس و حتی پیش از آن شورای.	Y	بوده	94	   74,926	0.1038	92.375	persian_news_2019_00310905
476	های این فعال حقوق که اعلام کرده است از..	Y	حقوق	95	   74,530	0.1032	76.8889	persian_news_2017_00865393
477	و با حقوق بیش از 500 هزار تومان.	Y	حقوق	95	   74,530	0.1032	81.1429	persian_news_2019_00943987
478	حمایت از حقوق صورت گرفت است و ما.	Y	حقوق	95	   74,530	0.1032	94.375	persian_news_2019_00405338
479	در گزارش امسال سازمان حقوق بشر ایران، ۱۴ مورد از این اعدام ها گزارش شده است.	Y	حقوق	95	   74,530	0.1032	97.4286	persian_news_2017_00541209
480	مردم هستند كه حقوق ما را مى دهند.	Y	حقوق	95	   74,530	0.1032	100.875	persian_news_2016_00793198
481	خود برای آمریکا را افزایش داده است.	Y	داده	96	   73,194	0.1014	63.5714	persian_news_2017_00473774
482	به همکاری خود را با دولت کاهش داده.	Y	داده	96	   73,194	0.1014	75.625	persian_news_2019_00308463
483	را در دستور کار قرار داده است تا از.	Y	داده	96	   73,194	0.1014	82.5556	persian_news_2019_00514350
484	به دستور داده است تا این گزارش را پس..	Y	داده	96	   73,194	0.1014	82.8889	persian_news_2017_00317292
485	مردم قرار داده اند مردم هم برای حمایت از.	Y	داده	96	   73,194	0.1014	83.375	persian_news_2019_00779805
486	رئیس جمهور هم رئیس کشور و هم رئیس دولت است.	Y	رئیس	97	   73,110	0.1013	72.4286	persian_news_2017_00598610
487	رئیس دولت در این کشور نخست وزیر است.	Y	رئیس	97	   73,110	0.1013	79.625	persian_news_2017_00598967
488	رئیس مجلس در ادامه با اشاره به دیدار..	Y	رئیس	97	   73,110	0.1013	79.875	persian_news_2017_00600606
489	با رئیس جمهور و رئیس شورای اسلامی انجام شده.	Y	رئیس	97	   73,110	0.1013	83.375	persian_news_2019_00207559
490	رئیس سازمان برنامه و بودجه گفت که.	Y	رئیس	97	   73,110	0.1013	85.4286	persian_news_2019_00545895
491	که مورد بررسی قرار گرفته اند 31 کشور.	Y	اند	98	   72,618	0.1006	78.5714	persian_news_2019_00713905
492	،چرا این کار را انجام داده اند؟	Y	اند	98	   72,618	0.1006	84.4286	persian_news_2017_00429926
493	و از اين دست از آنان داشته اند.	Y	اند	98	   72,618	0.1006	87.1429	persian_news_2016_00902988
494	از استان را داشته اند وی با بیان اینکه.	Y	اند	98	   72,618	0.1006	87.6	persian_news_2019_00041654
495	واقع شده اند به گفته وی برای.	Y	اند	98	   72,618	0.1006	96	persian_news_2019_00933895
496	تیم ملی ایران پس از این بازی.	Y	ملی	99	   72,006	0.0997	81.7143	persian_news_2019_00354384
497	امروز در جلسه شورای ملی با اعلام..	Y	ملی	99	   72,006	0.0997	85.2857	persian_news_2017_00130674
498	می شود و تیم ملی ایران با 5 باز..	Y	ملی	99	   72,006	0.0997	85.875	persian_news_2016_00801520
499	ملی در تهران در حال برگزاری است.	Y	ملی	99	   72,006	0.0997	87.1667	persian_news_2019_00812059
500	است وی در مورد اینکه توسعه ملی از محل.	Y	ملی	99	   72,006	0.0997	91.6667	persian_news_2019_00065155
501	این را هم وزیر نفت گفته است.	Y	گفته	100	   71,206	0.0986	53.8571	persian_news_2017_00151395
502	به ما گفته بودند که در خارج است.	Y	گفته	100	   71,206	0.0986	77	persian_news_2017_00353551
503	هر چه گفته شد دولت تلاش کرد، آن را اصلاح کند.	Y	گفته	100	   71,206	0.0986	84.8182	persian_news_2016_00869153
504	شدند به گفته این دو نفر با کمک.	Y	گفته	100	   71,206	0.0986	93	persian_news_2019_00605599
505	تولید و ادامه می دهند  به گفته.	Y	گفته	100	   71,206	0.0986	94.7143	persian_news_2019_00367903
506	به اين صورت که يا بازار آمريکا را انتخاب کنند يا بازار ايران را و در صورت انتخاب دوم، بازار آمريکا را از دست خواهند داد.	Y	يا	101	   70,948	0.0983	89.5556	persian_news_2017_00313846
507	به اين صورت نبود که از دولت يا مجلس تنها باشد.	Y	يا	101	   70,948	0.0983	96	persian_news_2017_00313849
508	يا کسی است که قرار بوده در انتخابات شرکت کند و…؟	Y	يا	101	   70,948	0.0983	99.1818	persian_news_2017_00991084
509	اين مسئله ای نيست که با يک يا دو يا سه ماه حل شود.	Y	يا	101	   70,948	0.0983	119.6923	persian_news_2016_00228534
510	اين طور نيست كه همه يا هيچ باشد.	Y	يا	101	   70,948	0.0983	121.25	persian_news_2016_00220549
511	خبر داد و گفت در سه سال آینده به.	Y	خبر	102	   70,691	0.0979	68.2222	persian_news_2019_00410539
512	خبر داد و اعلام کرد در این نشست درباره.	Y	خبر	102	   70,691	0.0979	68.5556	persian_news_2019_00410517
513	عمومی و انقلاب استان با اعلام این خبر گفت.	Y	خبر	102	   70,691	0.0979	69.5556	persian_news_2019_00650534
514	سال آینده در این کشور خبر داد.	Y	خبر	102	   70,691	0.0979	74.5714	persian_news_2016_00617111
515	خبر داد و افزود برای ساخت این..	Y	خبر	102	   70,691	0.0979	79.1429	persian_news_2017_00465866
516	استان را آغاز کرده است قرار است جلسه شورای.	Y	شورای	103	   70,157	0.0972	78.5	persian_news_2019_00061321
517	در شورای اسلامی شدن دانشگاه ها بررسی شد؛	Y	شورای	103	   70,157	0.0972	86.625	persian_news_2019_00475238
518	شورای اسلامی امروز به بررسی برنامه ها.	Y	شورای	103	   70,157	0.0972	87.8571	persian_news_2019_00619101
519	بود نماینده مردم در مجلس شورای اسلامی در ادامه.	Y	شورای	103	   70,157	0.0972	89	persian_news_2019_00310789
520	در جلسه شورای شهرستان تهران اعلام شد؛	Y	شورای	103	   70,157	0.0972	92.2857	persian_news_2019_00458457
521	این شهر به دو تا سه برابر افزایش.	Y	سه	104	   69,723	0.0966	77.25	persian_news_2019_00146967
522	در این ها سه برابر نسبت به قبل از.	Y	سه	104	   69,723	0.0966	86.5556	persian_news_2019_00446591
523	سه شنبه گذشته آغاز شده و تا امروز ادامه خواهد داشت.	Y	سه	104	   69,723	0.0966	86.8182	persian_news_2019_00596264
524	از جمله خبر های خبر 20 امروز سه.	Y	سه	104	   69,723	0.0966	87	persian_news_2019_00046591
525	طرح تنها سه درصد به بودجه این سازمان خواهد افزود.	Y	سه	104	   69,723	0.0966	89.8	persian_news_2017_00667822
526	وضعیت در استان های دیگر به چه صورت است؟	Y	چه	105	   69,074	0.0957	88.5556	persian_news_2017_00956079
527	چه بر سر اقتصاد ایران از 37 سال گذشته تا به امروز آمده است؟	Y	چه	105	   69,074	0.0957	89.6923	persian_news_2019_00389598
528	البته گفت اینکه چند ماه و چه.	Y	چه	105	   69,074	0.0957	96.8571	persian_news_2019_00097703
529	به عنوان انقلاب فرهنگی چه کار کردند؟	Y	چه	105	   69,074	0.0957	100	persian_news_2017_00323278
530	به نظر شما هدف ايران از اين کار چه می تواند باشد؟	Y	چه	105	   69,074	0.0957	102	persian_news_2016_00353306
531	نفت گفت آقای نیز در این جلسه گفت که.	Y	نفت	106	   69,069	0.0957	70.875	persian_news_2019_00841946
532	۳ درصد و با نفت چهار درصد اعلام کرده بود.	Y	نفت	106	   69,069	0.0957	78.625	persian_news_2019_00006046
533	با اشاره به این که صادرات نفت ایران در.	Y	نفت	106	   69,069	0.0957	78.7778	persian_news_2019_00193869
534	در سال گذشته نیز حدود 6 میلیون تن نفت در کشور تولید شده است.	Y	نفت	106	   69,069	0.0957	86.3333	persian_news_2019_00472510
535	نفت را کاهش دهد البته ایران با سازمان.	Y	نفت	106	   69,069	0.0957	90.5	persian_news_2019_00841880
536	برگزار می شود و بیش از 200 نفر.	Y	نفر	107	   67,907	0.094	72.2857	persian_news_2019_00245310
537	هر چهار نفر یک نفر خواهد بود وی گفت.	Y	نفر	107	   67,907	0.094	77.75	persian_news_2019_00865236
538	دارند و از این تعداد ۱۵هزار نفر.	Y	نفر	107	   67,907	0.094	81.8571	persian_news_2019_00423180
539	چهار روز حدود هزار نفر می شود گفت از..	Y	نفر	107	   67,907	0.094	84.2222	persian_news_2017_00437820
540	حال حاضر تنها یک میلیون و 200 هزار نفر است.	Y	نفر	107	   67,907	0.094	86.2222	persian_news_2017_00445896
541	البته آن موضوع به نظر ما ديگر تمام شده است.	Y	ديگر	108	   67,246	0.0931	80.7	persian_news_2016_00100537
542	، ديگر به آن اشاره ای نشده است.	Y	ديگر	108	   67,246	0.0931	86	persian_news_2016_00569872
543	انتخابات رياست جمهوری، دو روز ديگر در اين کشور قرار است برگزار شود.	Y	ديگر	108	   67,246	0.0931	97.6923	persian_news_2016_00141167
544	کشورهای ديگر هم در آن شرکت خواهند داشت؟	Y	ديگر	108	   67,246	0.0931	103.125	persian_news_2016_00726141
545	اين در حال است كه يك نفر ديگر از اين جريان در گذشته بازداشت شده بود.	Y	ديگر	108	   67,246	0.0931	105.1429	persian_news_2019_00187370
546	به اینکه شهر در سال ۱۳۲۵ به عنوان شهرستان.	Y	شهر	109	   66,441	0.092	71.8571	persian_news_2019_00265896
547	اسلامی شهر هم در این جلسه گفت در افزایش.	Y	شهر	109	   66,441	0.092	71.875	persian_news_2019_00066853
548	ایجاد یک در این شهر اعلام کردند به.	Y	شهر	109	   66,441	0.092	75	persian_news_2019_00022987
549	را در خود دارد این شهر می تواند.	Y	شهر	109	   66,441	0.092	77	persian_news_2019_00514335
550	را در شهر های مختلف اعلام کرد تا.	Y	شهر	109	   66,441	0.092	81.7778	persian_news_2019_00514378
551	را از برنامه های اصلی خود عنوان کرد.	Y	برنامه	110	   64,940	0.0899	70.25	persian_news_2019_00512911
552	های خود ادامه می دهند گفت برنامه های این.	Y	برنامه	110	   64,940	0.0899	72.875	persian_news_2019_00858381
553	گفت این هفته برنامه سال 95 ارائه و..	Y	برنامه	110	   64,940	0.0899	75.4286	persian_news_2017_00740761
554	افزود قرار است تا 2 سال پایان برنامه توسعه.	Y	برنامه	110	   64,940	0.0899	76.875	persian_news_2019_00079727
555	در این برنامه ها مشخص شده است.	Y	برنامه	110	   64,940	0.0899	77.1429	persian_news_2017_00490193
556	استفاده از قرار دارند که البته با توجه به..	Y	استفاده	111	   64,098	0.0888	67.3333	persian_news_2017_00061947
557	مصرف می شود افزود با توجه به استفاده از..	Y	استفاده	111	   64,098	0.0888	74.1111	persian_news_2016_00802235
558	دارد را با همان قیمت استفاده می کند که.	Y	استفاده	111	   64,098	0.0888	80.1111	persian_news_2019_00422828
559	شده و یا همراه آن استفاده شود.	Y	استفاده	111	   64,098	0.0888	84.7143	persian_news_2017_00645665
560	که در سازمان امور ی انجام می شود استفاده از.	Y	استفاده	111	   64,098	0.0888	86.3	persian_news_2019_00713080
561	را مورد توجه قرار دهد ادامه داد هدف از..	Y	توجه	112	   63,878	0.0885	79.1111	persian_news_2016_00573687
562	برنامه و بودجه افزود با توجه به.	Y	توجه	112	   63,878	0.0885	86.5714	persian_news_2019_00246697
563	در این خصوص گفت با توجه به اینکه این نیز این است که با وجود فراهم.	Y	توجه	112	   63,878	0.0885	89.3077	persian_news_2019_00440008
564	با توجه به این شرایط دست به.	Y	توجه	112	   63,878	0.0885	92.6667	persian_news_2019_00201249
565	شرکت کنند اما با توجه به بی.	Y	توجه	112	   63,878	0.0885	93.2857	persian_news_2019_00609154
566	و وزارت کشور ایجاد شده است تا در.	Y	وزارت	113	   63,815	0.0884	56.375	persian_news_2019_00992018
567	این موضوع در وزارت کشور بررسی خواهد شد.	Y	وزارت	113	   63,815	0.0884	71.75	persian_news_2017_00165385
568	این از قبل در وزارت کشور و با کسب..	Y	وزارت	113	   63,815	0.0884	94.5556	persian_news_2016_00136449
569	و وزارت اقتصاد اعلام کند حمایت هم باید در.	Y	وزارت	113	   63,815	0.0884	98.2222	persian_news_2019_00992006
570	تا با همکاری شرکت های و وزارت امور اقتصاد..	Y	وزارت	113	   63,815	0.0884	101.3333	persian_news_2016_00386139
571	با افزایش  ها نشان می دهد که به این.	Y	افزایش	114	   63,279	0.0876	80	persian_news_2019_00194498
572	حدود 55 است که این مهم نشان از افزایش.	Y	افزایش	114	   63,279	0.0876	88.5	persian_news_2019_00398857
573	کنند افزایش این روز ها به موضوع روز.	Y	افزایش	114	   63,279	0.0876	90	persian_news_2019_00711580
574	۲۳ درصد نسبت به سال قبل افزایش داشته است.	Y	افزایش	114	   63,279	0.0876	90.375	persian_news_2019_00003431
575	« پس از افزایش قیمت در سال های ۱۳۵۰.	Y	افزایش	114	   63,279	0.0876	91.5	persian_news_2019_00321925
576	راه دارند اما این استان در واقع هم به.	Y	دارند	115	   62,358	0.0864	85.7778	persian_news_2019_00516967
577	در نظر دارند و به دولت ارائه خواهند داد.	Y	دارند	115	   62,358	0.0864	87.2222	persian_news_2016_00543277
578	در این دوره از انتخابات، از هر حزب ۱۰ نفر حضور دارند.	Y	دارند	115	   62,358	0.0864	93.7	persian_news_2016_00486486
579	البته دولت و مجلس در اجرای اين طرح نه راه پيش دارند و نه راه پس.	Y	دارند	115	   62,358	0.0864	95.0769	persian_news_2017_00101893
580	برخی از آنها هنوز هم حضور دارند.	Y	دارند	115	   62,358	0.0864	95.8571	persian_news_2017_00284628
581	به عنوان یکی دیگر از راه های.	Y	راه	116	   61,881	0.0857	73.7143	persian_news_2019_00274813
582	مردم ما این راه را ادامه خواهند داد.	Y	راه	116	   61,881	0.0857	75.125	persian_news_2017_00794269
583	هدف کمک به شرکت های این استان در راه..	Y	راه	116	   61,881	0.0857	93.8889	persian_news_2017_00869249
584	این راه را ادامه می دهد.	Y	راه	116	   61,881	0.0857	96.5714	persian_news_2019_00142469
585	با حضور وزیر راه در حوزه برگزار می شود.	Y	راه	116	   61,881	0.0857	97	persian_news_2019_00203783
586	مردم در جامعه فراهم شود بر اساس این گزارش.	Y	جامعه	117	   61,649	0.0854	105.3333	persian_news_2019_00779503
587	‏ اما چرا در جامعه ما اين چنين نيست.	Y	جامعه	117	   61,649	0.0854	110.125	persian_news_2017_00116387
588	اين حق را چه کسی در جامعه اسلامی به آنها داده است؟»	Y	جامعه	117	   61,649	0.0854	114.5	persian_news_2016_00210261
589	به عنوان به جامعه کار و جوانان در.	Y	جامعه	117	   61,649	0.0854	120.2857	persian_news_2019_00274668
590	این در مشهد با اشاره به اینکه جامعه..	Y	جامعه	117	   61,649	0.0854	127.375	persian_news_2017_00150226
